food_name,serving_size_g,calories,protein,fat,carbohydrates,sugar,sodium,fiber,calories_from_macro,protein_per_calorie,fat_per_calorie,carbs_per_calorie,calorie_category,is_high_protein,is_high_fiber,is_high_sodium
ikan tongkol lisong,100.0,140.0,26.8,2.4,0.0,0.0,132.0,0.0,128.8,0.1914,0.0171,0.0,sedang,1,0,0
ikan tuna,100.0,132.0,28.5,1.8,0.0,0.0,95.0,0.0,130.2,0.2159,0.0136,0.0,sedang,1,0,0
ikan tuna albakor,100.0,132.0,28.5,1.8,0.0,0.0,95.0,0.0,130.2,0.2159,0.0136,0.0,sedang,1,0,0
ikan tuna mata besar,100.0,132.0,28.5,1.8,0.0,0.0,95.0,0.0,130.2,0.2159,0.0136,0.0,sedang,1,0,0
ikan tuna sirip biru,100.0,130.0,28.0,3.5,0.0,0.0,95.0,0.0,143.5,0.2154,0.0269,0.0,sedang,1,0,0
ikan tuna sirip kuning,100.0,132.0,28.5,1.8,0.0,0.0,95.0,0.0,130.2,0.2159,0.0136,0.0,sedang,1,0,0
ikan wader,100.0,88.0,18.5,1.3,0.0,0.0,52.0,0.0,85.7,0.2102,0.0148,0.0,rendah,1,0,0
ikan woku belanga,100.0,195.0,22.5,10.5,5.5,1.2,450.0,1.5,206.5,0.1154,0.0538,0.0282,sedang,1,0,0
ilabulo,100.0,245.0,12.5,11.5,22.5,2.0,480.0,1.5,243.5,0.051,0.0469,0.0918,sedang,0,0,0
iles-iles,100.0,80.0,1.2,0.1,19.5,0.5,8.0,2.0,83.7,0.015,0.0012,0.2438,rendah,0,0,0
intip solo,100.0,425.0,7.5,12.5,65.5,1.5,285.0,1.0,404.5,0.0176,0.0294,0.1541,tinggi,0,0,0
ipau,100.0,285.0,8.5,12.5,32.5,3.5,580.0,2.0,276.5,0.0298,0.0439,0.114,sedang,0,0,0
itak gurgur,100.0,215.0,3.5,5.5,38.5,14.5,65.0,1.5,217.5,0.0163,0.0256,0.1791,sedang,0,0,0
iwak pakasam,100.0,245.0,24.5,12.5,4.5,1.5,1850.0,1.0,228.5,0.1,0.051,0.0184,sedang,1,0,1
jadah,100.0,215.0,3.5,4.5,38.5,1.5,65.0,1.5,208.5,0.0163,0.0209,0.1791,sedang,0,0,0
jagung bose ntt,100.0,145.0,4.5,2.5,26.5,2.5,95.0,3.5,146.5,0.031,0.0172,0.1828,sedang,0,0,0
jagung manis,100.0,86.0,3.3,1.4,19.0,3.2,15.0,2.7,101.8,0.0384,0.0163,0.2209,rendah,0,0,0
jagung muda baby corn,100.0,27.0,2.7,0.2,5.8,1.8,1.0,2.0,35.8,0.1,0.0074,0.2148,rendah,0,0,0
jagung titi flores,100.0,235.0,6.5,4.5,42.5,3.0,45.0,4.5,236.5,0.0277,0.0191,0.1809,sedang,0,0,0
jahe,100.0,80.0,1.8,0.8,17.8,1.7,13.0,2.0,85.6,0.0225,0.01,0.2225,rendah,0,0,0
jahe bubuk,100.0,335.0,8.5,4.2,71.5,3.3,27.0,14.0,357.8,0.0254,0.0125,0.2134,tinggi,0,1,0
jahe gajah,100.0,80.0,1.8,0.8,17.8,1.7,13.0,2.0,85.6,0.0225,0.01,0.2225,rendah,0,0,0
jahe merah,100.0,88.0,1.9,0.9,19.5,1.8,14.0,2.2,93.7,0.0216,0.0102,0.2216,rendah,0,0,0
jaja batun bedil,100.0,235.0,3.5,6.5,42.5,18.5,65.0,1.5,242.5,0.0149,0.0277,0.1809,sedang,0,0,0
jajan retak,100.0,285.0,4.5,7.5,48.5,18.5,65.0,1.5,279.5,0.0158,0.0263,0.1702,sedang,0,0,0
jalangkote,100.0,285.0,8.5,14.5,30.5,3.5,520.0,2.0,286.5,0.0298,0.0509,0.107,sedang,0,0,0
jambu air,100.0,46.0,0.6,0.3,9.9,6.5,0.0,1.5,44.7,0.013,0.0065,0.2152,rendah,0,0,0
jambu biji,100.0,68.0,2.6,1.0,14.3,8.9,2.0,5.4,76.6,0.0382,0.0147,0.2103,rendah,0,1,0
jambu biji merah,100.0,68.0,2.6,1.0,14.3,8.9,2.0,5.4,76.6,0.0382,0.0147,0.2103,rendah,0,1,0
jambu bol,100.0,56.0,0.6,0.3,14.2,9.5,2.0,1.8,61.9,0.0107,0.0054,0.2536,rendah,0,0,0
jambu getas merah,100.0,68.0,2.6,1.0,14.3,8.9,2.0,5.4,76.6,0.0382,0.0147,0.2103,rendah,0,1,0
jambu klutuk,100.0,68.0,2.6,1.0,14.3,8.5,2.0,5.4,76.6,0.0382,0.0147,0.2103,rendah,0,1,0
jambu kristal,100.0,68.0,2.6,1.0,14.3,8.9,2.0,5.4,76.6,0.0382,0.0147,0.2103,rendah,0,1,0
jambu mete buah,100.0,46.0,0.2,0.5,11.6,9.2,12.0,0.9,51.7,0.0043,0.0109,0.2522,rendah,0,0,0
jambu monyet,100.0,46.0,0.2,0.5,11.6,9.2,12.0,0.9,51.7,0.0043,0.0109,0.2522,rendah,0,0,0
jamu bersih darah,100.0,65.0,0.5,0.2,16.5,12.5,8.0,0.5,69.8,0.0077,0.0031,0.2538,rendah,0,0,0
jamu cabe puyang,100.0,75.0,0.5,0.2,18.5,14.5,8.0,0.5,77.8,0.0067,0.0027,0.2467,rendah,0,0,0
jamu daun katuk,100.0,35.0,1.5,0.3,7.5,2.5,12.0,0.8,38.7,0.0429,0.0086,0.2143,rendah,0,0,0
jamu galian singset,100.0,65.0,0.5,0.2,16.5,12.5,8.0,0.5,69.8,0.0077,0.0031,0.2538,rendah,0,0,0
jamu kunyit asam,100.0,65.0,0.5,0.2,16.5,12.5,8.0,0.5,69.8,0.0077,0.0031,0.2538,rendah,0,0,0
jamu kunyit kuning,100.0,65.0,0.5,0.2,16.5,12.5,8.0,0.5,69.8,0.0077,0.0031,0.2538,rendah,0,0,0
jamu pahitan,100.0,25.0,0.3,0.1,5.5,1.5,8.0,0.5,24.1,0.012,0.004,0.22,rendah,0,0,0
jamu pegal linu,100.0,65.0,0.5,0.2,16.5,12.5,8.0,0.5,69.8,0.0077,0.0031,0.2538,rendah,0,0,0
jamu pencok,100.0,75.0,0.5,0.2,18.5,14.5,8.0,0.5,77.8,0.0067,0.0027,0.2467,rendah,0,0,0
jamu rapet wangi,100.0,75.0,0.5,0.2,18.5,14.5,8.0,0.5,77.8,0.0067,0.0027,0.2467,rendah,0,0,0
jamu sambiloto,100.0,25.0,0.3,0.1,5.5,1.5,8.0,0.5,24.1,0.012,0.004,0.22,rendah,0,0,0
jamu sinom,100.0,65.0,0.5,0.2,16.5,12.5,8.0,0.5,69.8,0.0077,0.0031,0.2538,rendah,0,0,0
jamu sirih,100.0,35.0,0.5,0.2,8.5,2.5,8.0,0.5,37.8,0.0143,0.0057,0.2429,rendah,0,0,0
jamu temulawak,100.0,75.0,0.5,0.2,18.5,14.5,8.0,0.5,77.8,0.0067,0.0027,0.2467,rendah,0,0,0
jamu uyup-uyup,100.0,75.0,0.5,0.2,18.5,14.5,8.0,0.5,77.8,0.0067,0.0027,0.2467,rendah,0,0,0
jamur enoki,100.0,37.0,2.7,0.3,7.8,0.2,3.0,2.7,44.7,0.073,0.0081,0.2108,rendah,0,0,0
jamur kancing,100.0,22.0,3.1,0.3,3.3,1.7,5.0,1.0,28.3,0.1409,0.0136,0.15,rendah,0,0,0
jamur kuping hitam,100.0,25.0,0.5,0.0,7.0,0.0,9.0,5.7,30.0,0.02,0.0,0.28,rendah,0,1,0
jamur merang,100.0,35.0,3.5,0.5,5.5,1.0,8.0,2.5,40.5,0.1,0.0143,0.1571,rendah,0,0,0
jamur portabella,100.0,22.0,2.5,0.4,4.0,1.5,9.0,1.3,29.6,0.1136,0.0182,0.1818,rendah,0,0,0
jamur shiitake,100.0,34.0,2.2,0.5,6.8,2.4,9.0,2.5,40.5,0.0647,0.0147,0.2,rendah,0,0,0
jamur tiram,100.0,33.0,3.3,0.4,6.1,1.1,18.0,2.3,41.2,0.1,0.0121,0.1848,rendah,0,0,0
jamur tiram kuning,100.0,33.0,3.3,0.4,6.1,1.1,18.0,2.3,41.2,0.1,0.0121,0.1848,rendah,0,0,0
jantung pisang,100.0,34.0,1.6,0.5,7.5,4.0,5.0,3.6,40.9,0.0471,0.0147,0.2206,rendah,0,0,0
jantung sapi,100.0,140.0,17.5,6.0,0.5,0.0,85.0,0.0,126.0,0.125,0.0429,0.0036,sedang,1,0,0
jenang,100.0,245.0,8.5,4.5,48.5,22.5,75.0,1.0,268.5,0.0347,0.0184,0.198,sedang,0,0,0
jenang grendul,100.0,195.0,2.5,4.5,38.5,22.5,65.0,1.0,204.5,0.0128,0.0231,0.1974,sedang,0,0,0
jenang ketan hitam,100.0,215.0,3.5,4.5,42.5,16.5,65.0,1.5,224.5,0.0163,0.0209,0.1977,sedang,0,0,0
jenang kudus,100.0,245.0,2.5,4.5,48.5,22.5,75.0,1.0,244.5,0.0102,0.0184,0.198,sedang,0,0,0
jenang sengkulun,100.0,245.0,3.5,5.5,45.5,18.5,75.0,1.5,245.5,0.0143,0.0224,0.1857,sedang,0,0,0
jenang sumsum,100.0,165.0,2.5,4.5,28.5,12.5,95.0,0.5,164.5,0.0152,0.0273,0.1727,sedang,0,0,0
jengkol,100.0,133.0,6.5,0.6,26.5,4.5,22.0,8.0,137.4,0.0489,0.0045,0.1992,sedang,0,1,0
jeruk baby,100.0,46.0,0.9,0.1,11.5,9.0,0.0,2.4,50.5,0.0196,0.0022,0.25,rendah,0,0,0
jeruk bali,100.0,38.0,0.8,0.1,9.6,6.9,1.0,1.0,42.5,0.0211,0.0026,0.2526,rendah,0,0,0
jeruk garut,100.0,48.0,0.9,0.1,12.0,9.8,0.0,2.4,52.5,0.0188,0.0021,0.25,rendah,0,0,0
jeruk keprok soe,100.0,48.0,0.9,0.1,12.0,9.8,0.0,2.4,52.5,0.0188,0.0021,0.25,rendah,0,0,0
jeruk konde,100.0,46.0,0.9,0.1,11.5,9.0,0.0,2.4,50.5,0.0196,0.0022,0.25,rendah,0,0,0
jeruk lemo,100.0,30.0,0.7,0.2,10.5,1.7,2.0,2.8,46.6,0.0233,0.0067,0.35,rendah,0,0,0
jeruk limau,100.0,30.0,0.7,0.2,10.5,1.7,2.0,2.8,46.6,0.0233,0.0067,0.35,rendah,0,0,0
jeruk manis,100.0,47.0,0.9,0.1,11.8,9.4,0.0,2.4,51.7,0.0191,0.0021,0.2511,rendah,0,0,0
jeruk medan,100.0,47.0,0.9,0.1,11.8,9.5,0.0,2.4,51.7,0.0191,0.0021,0.2511,rendah,0,0,0
jeruk nipis,100.0,30.0,0.7,0.2,10.5,1.7,2.0,2.8,46.6,0.0233,0.0067,0.35,rendah,0,0,0
jeruk sambal,100.0,32.0,0.7,0.2,11.0,1.5,2.0,2.5,48.6,0.0219,0.0062,0.3438,rendah,0,0,0
jeruk sankis,100.0,49.0,0.9,0.1,12.5,9.8,0.0,2.5,54.5,0.0184,0.002,0.2551,rendah,0,0,0
jeruk siam pontianak,100.0,47.0,0.9,0.1,11.8,9.5,0.0,2.4,51.7,0.0191,0.0021,0.2511,rendah,0,0,0
jintan,100.0,375.0,17.8,22.3,44.2,2.3,168.0,10.5,448.7,0.0475,0.0595,0.1179,tinggi,1,1,0
jintan bubuk,100.0,375.0,17.8,22.3,44.2,2.3,168.0,10.5,448.7,0.0475,0.0595,0.1179,tinggi,1,1,0
jongkong kopyor,100.0,215.0,3.5,5.5,38.5,18.5,95.0,1.5,217.5,0.0163,0.0256,0.1791,sedang,0,0,0
juhu kalakai,100.0,145.0,4.5,7.5,14.5,2.5,380.0,4.5,143.5,0.031,0.0517,0.1,sedang,0,0,0
juhu pakat,100.0,145.0,4.5,7.5,14.5,2.5,380.0,4.5,143.5,0.031,0.0517,0.1,sedang,0,0,0
juhu singkah,100.0,145.0,4.5,6.5,18.5,2.5,380.0,4.0,150.5,0.031,0.0448,0.1276,sedang,0,0,0
juhu umbut sawit,100.0,165.0,6.5,8.5,14.5,2.5,380.0,4.0,160.5,0.0394,0.0515,0.0879,sedang,0,0,0
jukut ares,100.0,95.0,4.5,5.5,9.5,2.5,320.0,3.0,105.5,0.0474,0.0579,0.1,rendah,0,0,0
juwet duwet,100.0,60.0,0.7,0.2,14.0,8.0,3.0,2.5,60.6,0.0117,0.0033,0.2333,rendah,0,0,0
kacang almond,100.0,579.0,21.2,49.9,21.6,4.4,1.0,12.5,620.3,0.0366,0.0862,0.0373,sangat tinggi,1,1,0
kacang arab,100.0,364.0,19.3,6.0,60.7,10.7,24.0,17.4,374.0,0.053,0.0165,0.1668,tinggi,1,1,0
kacang atom,100.0,525.0,18.5,28.5,45.5,4.5,380.0,5.5,512.5,0.0352,0.0543,0.0867,sangat tinggi,1,1,0
kacang bawang,100.0,525.0,18.5,28.5,45.5,4.5,580.0,5.5,512.5,0.0352,0.0543,0.0867,sangat tinggi,1,1,0
kacang benguk,100.0,326.0,22.5,6.5,54.2,6.0,15.0,15.5,365.3,0.069,0.0199,0.1663,tinggi,1,1,0
kacang bogor,100.0,371.0,18.7,6.4,59.2,8.5,18.0,13.8,369.2,0.0504,0.0173,0.1596,tinggi,1,1,0
kacang dahlen,100.0,335.0,22.2,1.5,60.5,5.5,18.0,14.5,344.3,0.0663,0.0045,0.1806,tinggi,1,1,0
kacang ercis,100.0,81.0,5.4,0.4,14.5,5.7,5.0,5.7,83.2,0.0667,0.0049,0.179,rendah,0,1,0
kacang gude,100.0,343.0,21.7,1.5,62.8,7.0,17.0,15.0,351.5,0.0633,0.0044,0.1831,tinggi,1,1,0
kacang hijau,100.0,347.0,23.9,1.1,62.6,6.6,15.0,16.3,355.9,0.0689,0.0032,0.1804,tinggi,1,1,0
kacang jogo,100.0,340.0,23.5,1.0,62.5,2.3,24.0,15.5,353.0,0.0691,0.0029,0.1838,tinggi,1,1,0
kacang kapri,100.0,42.0,2.8,0.2,7.5,4.0,4.0,2.6,43.0,0.0667,0.0048,0.1786,rendah,0,0,0
kacang kedelai,100.0,446.0,36.5,19.9,30.2,7.3,2.0,9.3,445.9,0.0818,0.0446,0.0677,tinggi,1,1,0
kacang koro pedang,100.0,318.0,19.5,1.8,57.8,5.5,14.0,11.5,325.4,0.0613,0.0057,0.1818,tinggi,1,1,0
kacang mede goreng,100.0,553.0,18.2,43.9,30.2,5.9,12.0,3.3,588.7,0.0329,0.0794,0.0546,sangat tinggi,1,0,0
kacang merah,100.0,337.0,22.5,1.1,61.3,2.2,24.0,15.2,345.1,0.0668,0.0033,0.1819,tinggi,1,1,0
kacang mete,100.0,553.0,18.2,43.9,30.2,5.9,12.0,3.3,588.7,0.0329,0.0794,0.0546,sangat tinggi,1,0,0
kacang oven,100.0,567.0,25.8,49.2,16.1,4.7,18.0,8.5,610.4,0.0455,0.0868,0.0284,sangat tinggi,1,1,0
kacang panjang hijau,100.0,47.0,2.8,0.4,8.4,2.0,4.0,3.6,48.4,0.0596,0.0085,0.1787,rendah,0,0,0
kacang panjang sayur,100.0,47.0,2.8,0.4,8.4,2.0,4.0,3.6,48.4,0.0596,0.0085,0.1787,rendah,0,0,0
kacang panjang ungu,100.0,48.0,2.8,0.4,8.4,2.0,4.0,3.6,48.4,0.0583,0.0083,0.175,rendah,0,0,0
kacang polong,100.0,81.0,5.4,0.4,14.5,5.7,5.0,5.7,83.2,0.0667,0.0049,0.179,rendah,0,1,0
kacang sihobuk,100.0,567.0,25.8,49.2,16.1,4.7,18.0,8.5,610.4,0.0455,0.0868,0.0284,sangat tinggi,1,1,0
kacang sukro,100.0,525.0,18.5,28.5,45.5,4.5,380.0,5.5,512.5,0.0352,0.0543,0.0867,sangat tinggi,1,1,0
kacang tanah,100.0,567.0,25.8,49.2,16.1,4.7,18.0,8.5,610.4,0.0455,0.0868,0.0284,sangat tinggi,1,1,0
kacang telur,100.0,525.0,18.5,26.5,50.5,8.5,580.0,5.5,514.5,0.0352,0.0505,0.0962,sangat tinggi,1,1,0
kacang tunggak,100.0,336.0,23.9,1.9,60.0,6.9,16.0,10.7,352.7,0.0711,0.0057,0.1786,tinggi,1,1,0
kacipo,100.0,285.0,4.5,7.5,50.5,22.5,65.0,1.5,287.5,0.0158,0.0263,0.1772,sedang,0,0,0
kailan,100.0,31.0,2.8,0.6,4.9,1.4,33.0,2.2,36.2,0.0903,0.0194,0.1581,rendah,0,0,0
kaldu bubuk ayam,100.0,235.0,12.5,8.5,28.5,8.5,2014.0,2.5,240.5,0.0532,0.0362,0.1213,sedang,0,0,1
kaldu bubuk jamur,100.0,215.0,12.5,7.5,28.5,8.5,2014.0,3.5,231.5,0.0581,0.0349,0.1326,sedang,0,0,1
kaldu bubuk sapi,100.0,245.0,14.5,9.5,28.5,8.5,2014.0,2.5,257.5,0.0592,0.0388,0.1163,sedang,0,0,1
kaledo,100.0,285.0,18.5,18.5,8.5,2.0,580.0,1.5,274.5,0.0649,0.0649,0.0298,sedang,1,0,0
kalio ayam,100.0,265.0,17.0,17.0,8.5,2.2,560.0,1.5,255.0,0.0642,0.0642,0.0321,sedang,1,0,0
kalio daging,100.0,295.0,18.5,19.5,8.5,2.2,560.0,1.5,283.5,0.0627,0.0661,0.0288,sedang,1,0,0
kambusa-kambusa,100.0,215.0,4.5,5.5,38.5,12.5,65.0,1.5,221.5,0.0209,0.0256,0.1791,sedang,0,0,0
kangkung,100.0,29.0,3.0,0.4,5.4,0.8,113.0,2.1,37.2,0.1034,0.0138,0.1862,rendah,0,0,0
kangkung air,100.0,29.0,3.0,0.4,5.4,0.8,113.0,2.1,37.2,0.1034,0.0138,0.1862,rendah,0,0,0
kangkung darat,100.0,29.0,3.0,0.4,5.4,0.8,113.0,2.1,37.2,0.1034,0.0138,0.1862,rendah,0,0,0
kangkung putih,100.0,28.0,2.9,0.4,5.3,0.8,110.0,2.1,36.4,0.1036,0.0143,0.1893,rendah,0,0,0
kapulaga,100.0,311.0,10.8,6.7,68.5,0.0,18.0,28.0,377.5,0.0347,0.0215,0.2203,tinggi,0,1,0
kapulaga bubuk,100.0,311.0,10.8,6.7,68.5,0.0,18.0,28.0,377.5,0.0347,0.0215,0.2203,tinggi,0,1,0
kapulaga hijau,100.0,311.0,10.8,6.7,68.5,0.0,18.0,28.0,377.5,0.0347,0.0215,0.2203,tinggi,0,1,0
kapulaga hitam,100.0,311.0,10.8,6.7,68.5,0.0,18.0,28.0,377.5,0.0347,0.0215,0.2203,tinggi,0,1,0
kapulaga jawa,100.0,311.0,10.8,6.7,68.5,0.0,18.0,28.0,377.5,0.0347,0.0215,0.2203,tinggi,0,1,0
kapurung,100.0,165.0,6.5,4.5,22.5,2.5,380.0,2.5,156.5,0.0394,0.0273,0.1364,sedang,0,0,0
karedok,100.0,125.0,5.5,7.5,11.5,3.2,320.0,3.5,135.5,0.044,0.06,0.092,sedang,0,0,0
kari ayam,100.0,265.0,17.0,17.0,8.5,2.2,560.0,1.5,255.0,0.0642,0.0642,0.0321,sedang,1,0,0
kari bubuk,100.0,325.0,14.3,14.0,55.8,2.8,52.0,53.2,406.4,0.044,0.0431,0.1717,tinggi,0,1,0
kari ikan,100.0,220.0,17.5,12.8,7.8,2.0,570.0,1.4,216.4,0.0795,0.0582,0.0355,sedang,1,0,0
kari kambing,100.0,330.0,19.8,23.0,7.8,2.0,590.0,1.5,317.4,0.06,0.0697,0.0236,tinggi,1,0,0
kasoami,100.0,145.0,1.0,0.5,33.5,1.5,8.0,1.2,142.5,0.0069,0.0034,0.231,sedang,0,0,0
kawista,100.0,65.0,0.8,0.3,15.5,9.0,4.0,3.0,67.9,0.0123,0.0046,0.2385,rendah,0,0,0
kayu manis,100.0,247.0,4.0,1.2,80.6,2.2,10.0,53.1,349.2,0.0162,0.0049,0.3263,sedang,0,1,0
kayu manis bubuk,100.0,247.0,4.0,1.2,80.6,2.2,10.0,53.1,349.2,0.0162,0.0049,0.3263,sedang,0,1,0
kayu secang,100.0,215.0,1.5,0.5,52.5,0.5,8.0,12.5,220.5,0.007,0.0023,0.2442,sedang,0,1,0
kebab ayam,100.0,285.0,14.5,9.5,32.5,2.5,580.0,1.5,273.5,0.0509,0.0333,0.114,sedang,0,0,0
kecap asin,100.0,53.0,8.0,0.6,4.9,0.4,2014.0,0.8,57.0,0.1509,0.0113,0.0925,rendah,0,0,1
kecap ikan,100.0,49.0,5.0,0.0,4.9,4.0,2014.0,0.0,39.6,0.102,0.0,0.1,rendah,0,0,1
kecap inggris,100.0,78.0,0.0,0.0,19.5,10.5,980.0,0.0,78.0,0.0,0.0,0.25,rendah,0,0,1
kecap manis,100.0,215.0,6.5,0.5,50.5,38.5,2014.0,0.8,232.5,0.0302,0.0023,0.2349,sedang,0,0,1
kecombrang bunga,100.0,38.0,2.8,0.5,6.5,1.2,7.0,3.2,41.7,0.0737,0.0132,0.1711,rendah,0,0,0
kedelai goreng,100.0,471.0,36.6,25.4,33.6,7.3,4.0,17.7,509.4,0.0777,0.0539,0.0713,tinggi,1,1,0
kedelai rebus,100.0,173.0,16.6,9.0,9.9,3.0,1.0,6.0,187.0,0.096,0.052,0.0572,sedang,1,1,0
kedondong,100.0,46.0,0.4,0.4,12.2,7.2,3.0,2.2,54.0,0.0087,0.0087,0.2652,rendah,0,0,0
kefir,100.0,41.0,3.8,0.9,4.5,4.5,40.0,0.0,41.3,0.0927,0.022,0.1098,rendah,0,0,0
keju cheddar,100.0,402.0,25.0,33.0,1.3,0.5,621.0,0.0,402.2,0.0622,0.0821,0.0032,tinggi,1,0,1
keju mozzarella,100.0,280.0,22.0,22.0,2.2,1.0,627.0,0.0,294.8,0.0786,0.0786,0.0079,sedang,1,0,1
keju parmesan,100.0,431.0,38.5,29.0,4.1,0.9,1804.0,0.0,431.4,0.0893,0.0673,0.0095,tinggi,1,0,1
kelapa kelentik,100.0,425.0,4.5,38.5,18.5,6.5,25.0,8.5,438.5,0.0106,0.0906,0.0435,tinggi,0,1,0
kelapa parut,100.0,354.0,3.3,33.5,15.2,6.2,20.0,9.0,375.5,0.0093,0.0946,0.0429,tinggi,0,1,0
kelapa parut muda,100.0,354.0,3.3,33.5,15.2,6.2,20.0,9.0,375.5,0.0093,0.0946,0.0429,tinggi,0,1,0
kelapa parut tua,100.0,354.0,3.3,33.5,15.2,6.2,20.0,9.0,375.5,0.0093,0.0946,0.0429,tinggi,0,1,0
kelengkeng,100.0,60.0,1.3,0.1,15.1,12.7,0.0,1.1,66.5,0.0217,0.0017,0.2517,rendah,0,0,0
kelengkeng diamond river,100.0,60.0,1.3,0.1,15.0,12.5,0.0,1.1,66.1,0.0217,0.0017,0.25,rendah,0,0,0
kelengkeng itoh,100.0,60.0,1.3,0.1,15.0,12.5,0.0,1.1,66.1,0.0217,0.0017,0.25,rendah,0,0,0
kelengkeng pingpong,100.0,60.0,1.3,0.1,15.0,12.5,0.0,1.1,66.1,0.0217,0.0017,0.25,rendah,0,0,0
kelubi,100.0,55.0,0.7,0.3,16.5,8.5,4.0,2.5,71.5,0.0127,0.0055,0.3,rendah,0,0,0
keluwih,100.0,95.0,1.5,0.6,22.5,8.5,5.0,3.5,101.4,0.0158,0.0063,0.2368,rendah,0,0,0
kemangi segar,100.0,23.0,3.1,0.6,2.7,0.3,4.0,1.6,28.6,0.1348,0.0261,0.1174,rendah,0,0,0
kembang goyang,100.0,425.0,6.5,14.5,18.5,12.5,95.0,1.5,230.5,0.0153,0.0341,0.0435,tinggi,0,0,0
kembang jantung pisang,100.0,34.0,1.6,0.5,7.5,4.0,5.0,3.6,40.9,0.0471,0.0147,0.2206,rendah,0,0,0
kembang kantil,100.0,35.0,1.5,0.4,6.5,1.5,4.0,1.5,35.6,0.0429,0.0114,0.1857,rendah,0,0,0
kembang kenanga,100.0,38.0,1.5,0.5,7.0,1.5,4.0,1.5,38.5,0.0395,0.0132,0.1842,rendah,0,0,0
kembang lawang star anise,100.0,337.0,17.6,15.9,50.0,0.0,16.0,14.6,413.5,0.0522,0.0472,0.1484,tinggi,1,1,0
kembang tahu,100.0,385.0,47.5,22.5,12.5,0.8,15.0,2.8,442.5,0.1234,0.0584,0.0325,tinggi,1,0,0
kembang turi,100.0,33.0,2.6,0.4,5.5,1.5,8.0,2.5,36.0,0.0788,0.0121,0.1667,rendah,0,0,0
kemiri,100.0,628.0,7.9,65.0,20.0,0.7,12.0,7.8,696.6,0.0126,0.1035,0.0318,sangat tinggi,0,1,0
kemplang udang bangka,100.0,425.0,8.5,12.5,60.5,1.5,580.0,1.0,388.5,0.02,0.0294,0.1424,tinggi,0,0,0
kenari banda,100.0,654.0,15.2,65.2,13.7,2.6,2.0,6.7,702.4,0.0232,0.0997,0.0209,sangat tinggi,1,1,0
kencur,100.0,68.0,2.0,0.5,15.8,0.0,6.0,2.0,75.7,0.0294,0.0074,0.2324,rendah,0,0,0
kenikir,100.0,27.0,3.5,0.5,4.2,0.8,8.0,2.8,35.3,0.1296,0.0185,0.1556,rendah,0,0,0
kenta dayak,100.0,165.0,4.5,7.5,18.5,2.5,380.0,3.5,159.5,0.0273,0.0455,0.1121,sedang,0,0,0
kentang,100.0,77.0,2.0,0.1,17.5,0.8,6.0,2.2,78.9,0.026,0.0013,0.2273,rendah,0,0,0
kentang dieng,100.0,78.0,2.0,0.1,17.8,0.9,6.0,2.2,80.1,0.0256,0.0013,0.2282,rendah,0,0,0
kentang goreng,100.0,312.0,3.4,15.5,41.4,0.3,210.0,3.8,318.7,0.0109,0.0497,0.1327,tinggi,0,0,0
kentang granola,100.0,77.0,2.0,0.1,17.5,0.8,6.0,2.2,78.9,0.026,0.0013,0.2273,rendah,0,0,0
kentang hitam,100.0,98.0,2.0,0.1,22.5,0.8,6.0,2.2,98.9,0.0204,0.001,0.2296,rendah,0,0,0
kentang merah,100.0,80.0,2.1,0.1,18.0,1.0,7.0,2.3,81.3,0.0262,0.0012,0.225,rendah,0,0,0
kentang mustofa,100.0,285.0,5.5,18.5,25.5,5.5,480.0,2.5,290.5,0.0193,0.0649,0.0895,sedang,0,0,0
kentang panggang,100.0,95.0,2.5,0.2,21.0,1.0,8.0,2.5,95.8,0.0263,0.0021,0.2211,rendah,0,0,0
kentang rebus,100.0,87.0,2.0,0.1,19.5,0.8,6.0,2.2,86.9,0.023,0.0011,0.2241,rendah,0,0,0
kentang spiral,100.0,285.0,3.5,14.5,38.5,0.3,210.0,3.5,298.5,0.0123,0.0509,0.1351,sedang,0,0,0
kentang tumbuk,100.0,105.0,2.0,1.5,22.5,0.8,280.0,2.0,111.5,0.019,0.0143,0.2143,sedang,0,0,0
kepiting,100.0,83.0,18.5,0.8,0.0,0.0,395.0,0.0,81.2,0.2229,0.0096,0.0,rendah,1,0,0
kepiting asam manis,100.0,245.0,19.5,11.5,18.5,12.5,580.0,0.8,255.5,0.0796,0.0469,0.0755,sedang,1,0,0
kepiting bakau,100.0,95.0,19.5,1.2,0.0,0.0,425.0,0.0,88.8,0.2053,0.0126,0.0,rendah,1,0,0
kepiting jahe,100.0,215.0,19.5,9.5,12.5,4.5,580.0,1.0,213.5,0.0907,0.0442,0.0581,sedang,1,0,0
kepiting kenari,100.0,95.0,19.5,1.5,0.0,0.0,425.0,0.0,91.5,0.2053,0.0158,0.0,rendah,1,0,0
kepiting lemburi,100.0,165.0,18.5,4.5,8.5,1.5,580.0,0.8,148.5,0.1121,0.0273,0.0515,sedang,1,0,0
kepiting lemon,100.0,215.0,19.5,9.5,14.5,8.5,580.0,0.8,221.5,0.0907,0.0442,0.0674,sedang,1,0,0
kepiting saus padang,100.0,265.0,20.5,14.5,12.5,3.5,620.0,1.5,262.5,0.0774,0.0547,0.0472,sedang,1,0,1
kepiting saus tiram,100.0,245.0,19.5,11.5,12.5,5.5,1450.0,0.8,231.5,0.0796,0.0469,0.051,sedang,1,0,1
